latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-21.129005,47.483379,333.04,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,293.58,6.77,D,0
-21.130173,47.42371,345.38,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,296.93,4.73,D,0
-21.124157,47.422192,330.33,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,294.19,4.73,D,0
-21.116863,47.398987,334.38,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,294.93,4.33,D,0
-21.130087,47.424145,339.71,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,295.64,6.93,D,0
-21.083847,47.459286,331.5,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,292.81,4.46,D,0
-21.066292,47.397068,341.33,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,295.39,3.59,D,0
-21.050947,47.408344,332.35,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,294.92,9.37,D,0
-21.052687,47.346012,333.96,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,295.12,2.97,D,0
-21.042118,47.36414,350.25,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,295.39,6.53,D,0
-21.03651,47.333706,335.14,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,297.55,2.48,D,0
-21.02944,47.336796,330.47,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,298.59,7.4,D,0
-21.023438,47.33532,352.78,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,297.36,7.4,D,0
-21.041117,47.365498,343.47,0.5,0.65,2017-09-28,1112,N,VIIRS,n,1,294.86,5.98,D,0
-21.035368,47.33477,337.69,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,299.42,7.73,D,0
-21.028313,47.337925,346.69,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,299.71,9.36,D,0
-21.022295,47.336494,334.94,0.49,0.65,2017-09-28,1112,N,VIIRS,n,1,297.52,6.79,D,0
-20.984873,47.361362,338.67,0.5,0.65,2017-09-28,1112,N,VIIRS,n,1,297.98,8.1,D,0
-20.978909,47.35965,356.11,0.5,0.65,2017-09-28,1112,N,VIIRS,n,1,296.57,10.41,D,0
-20.949076,47.378597,330.82,0.5,0.66,2017-09-28,1112,N,VIIRS,n,1,294.17,3.95,D,0
-21.025402,47.220261,348.06,0.42,0.38,2017-10-01,1018,N,VIIRS,n,1,307.51,5.73,D,0
-21.024776,47.220627,345.98,0.42,0.38,2017-10-01,1018,N,VIIRS,n,1,308.99,4.33,D,0
-21.02536,47.216476,332.4,0.42,0.38,2017-10-01,1018,N,VIIRS,n,1,305.8,4.33,D,0
-21.021284,47.220142,334.03,0.42,0.38,2017-10-01,1018,N,VIIRS,l,1,304.23,2.93,D,0
-21.432024,47.572243,334.44,0.48,0.48,2017-10-02,1000,N,VIIRS,n,1,296.25,3.37,D,0
-21.270185,47.314476,346.73,0.5,0.49,2017-10-02,1000,N,VIIRS,n,1,298.68,9.98,D,0
-21.06979,47.368793,330.73,0.49,0.49,2017-10-02,1000,N,VIIRS,n,1,296.05,2.81,D,0
-21.041468,47.249626,341.06,0.5,0.49,2017-10-02,1000,N,VIIRS,n,1,299.02,10.62,D,0
-21.041996,47.244736,338.97,0.5,0.49,2017-10-02,1000,N,VIIRS,n,1,298.89,10.62,D,0
-21.04253,47.239773,330.63,0.5,0.49,2017-10-02,1000,N,VIIRS,n,1,293.26,3.25,D,0
-21.041246,47.246819,354.64,0.5,0.49,2017-10-02,1000,N,VIIRS,n,1,300.75,19.03,D,0
-20.961264,47.343765,337.5,0.49,0.49,2017-10-02,1000,N,VIIRS,n,1,298.27,4.04,D,0
-21.137444,47.415298,331.9,0.49,0.65,2017-10-03,0942,N,VIIRS,n,1,293.65,3.24,D,0
-21.137793,47.416523,336.32,0.49,0.65,2017-10-03,0942,N,VIIRS,n,1,294.69,4.94,D,0
-21.077936,47.607243,367,0.48,0.64,2017-10-03,0942,N,VIIRS,h,1,294.26,23.33,D,0
-20.92761,47.705429,331.55,0.47,0.64,2017-10-03,0942,N,VIIRS,n,1,292.36,3.07,D,0
-21.127811,47.435593,367,0.62,0.72,2017-10-03,1118,N,VIIRS,h,1,291.92,23.79,D,0
-21.123507,47.43808,367,0.62,0.72,2017-10-03,1118,N,VIIRS,h,1,290.69,21.89,D,0
-21.096844,47.403625,342.21,0.62,0.71,2017-10-03,1118,N,VIIRS,n,1,292.03,8.6,D,0
-20.933928,47.694763,367,0.65,0.73,2017-10-03,1118,N,VIIRS,h,1,291.94,54.08,D,0
-20.935463,47.68858,353.79,0.65,0.73,2017-10-03,1118,N,VIIRS,n,1,290.59,31.29,D,0
-20.933218,47.693382,367,0.65,0.73,2017-10-03,1118,N,VIIRS,h,1,292.69,29.18,D,0
-20.93474,47.687092,346.01,0.65,0.73,2017-10-03,1118,N,VIIRS,n,1,290.25,29.18,D,0
-21.002531,47.376389,334.96,0.62,0.72,2017-10-03,1118,N,VIIRS,n,1,289.52,5.87,D,0
-20.929169,47.476849,336.58,0.63,0.72,2017-10-03,1118,N,VIIRS,n,1,289.6,5.8,D,0
-21.169985,47.329079,330.14,0.4,0.44,2017-10-07,1006,N,VIIRS,n,1,298.4,2.46,D,0
-21.316311,47.305557,367,0.4,0.6,2017-10-08,0948,N,VIIRS,h,1,299.34,11.4,D,0
-21.315947,47.309429,354.09,0.4,0.6,2017-10-08,0948,N,VIIRS,n,1,298.12,11.4,D,0
-21.043867,47.364304,342,0.39,0.59,2017-10-08,0948,N,VIIRS,n,1,295.87,4.35,D,0
-20.987093,47.328789,342.01,0.39,0.6,2017-10-08,0948,N,VIIRS,n,1,297.38,3.39,D,0
-21.3015,47.317543,328.01,0.79,0.78,2017-10-09,0930,N,VIIRS,n,1,295.31,5.23,D,0
-21.078287,47.566761,334,0.76,0.77,2017-10-09,0930,N,VIIRS,n,1,295.23,8.88,D,0
-21.115675,47.389862,348.48,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,298.79,7.3,D,0
-21.117638,47.388508,354.95,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,298.47,7.11,D,0
-21.024313,47.683762,347.59,0.42,0.61,2017-10-09,1106,N,VIIRS,n,1,296.89,5.75,D,0
-21.05241,47.422146,341.84,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,294.61,6.64,D,0
-21.048262,47.388237,367,0.4,0.6,2017-10-09,1106,N,VIIRS,h,1,296.33,8.42,D,0
-21.047417,47.392075,349.2,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,295.54,8.42,D,0
-20.9984,47.224186,333.8,0.39,0.59,2017-10-09,1106,N,VIIRS,n,1,298.51,1.8,D,0
-20.950756,47.336853,352.93,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,298.74,7.7,D,0
-20.945257,47.335552,347.24,0.4,0.6,2017-10-09,1106,N,VIIRS,n,1,297.94,5.49,D,0
-21.499054,47.425037,330.65,0.4,0.44,2017-10-10,1048,N,VIIRS,n,1,293.64,2.67,D,0
-21.336695,47.593102,331.86,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,297.19,5.64,D,0
-21.336042,47.592613,342.05,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,297.21,4.81,D,0
-21.302025,47.318604,345.53,0.4,0.44,2017-10-10,1048,N,VIIRS,n,1,303.04,5.9,D,0
-21.101622,47.707306,367,0.42,0.45,2017-10-10,1048,N,VIIRS,h,1,297.63,10.56,D,0
-21.097406,47.706585,345.37,0.42,0.45,2017-10-10,1048,N,VIIRS,n,1,297.66,7.17,D,0
-21.102072,47.707172,330.07,0.42,0.46,2017-10-10,1048,N,VIIRS,n,1,296.88,8.27,D,0
-21.097858,47.706444,356.54,0.42,0.46,2017-10-10,1048,N,VIIRS,n,1,297.71,8.27,D,0
-21.093971,47.680645,339.75,0.42,0.45,2017-10-10,1048,N,VIIRS,n,1,297.17,4.63,D,0
-21.080307,47.70723,344.04,0.42,0.46,2017-10-10,1048,N,VIIRS,n,1,295.18,21.33,D,0
-21.090748,47.581997,333.12,0.42,0.45,2017-10-10,1048,N,VIIRS,n,1,297.62,2.86,D,0
-21.075762,47.569855,330.31,0.42,0.45,2017-10-10,1048,N,VIIRS,n,1,296.47,2.56,D,0
-21.064484,47.447624,340.13,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,294.96,5.39,D,0
-21.052313,47.399212,342.36,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,301.96,23.35,D,0
-21.053062,47.395283,337.16,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,296.73,23.35,D,0
-21.050444,47.386639,351.54,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,299.05,24.25,D,0
-21.050165,47.399609,341.98,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,296.85,49.77,D,0
-21.048223,47.386982,342.37,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,299.35,19.29,D,0
-21.041945,47.397911,342.62,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,304.78,45.75,D,0
-21.059315,47.30357,355.27,0.4,0.44,2017-10-10,1048,N,VIIRS,n,1,299.07,14.91,D,0
-21.037828,47.397076,333.2,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,297.44,45.75,D,0
-21.029907,47.370739,341.01,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,298.02,6.45,D,0
-21.025793,47.369934,342.07,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,297.85,6.45,D,0
-21.042646,47.278999,331.89,0.4,0.44,2017-10-10,1048,N,VIIRS,n,1,297.15,3.91,D,0
-21.02021,47.377033,352.41,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,296.84,7.06,D,0
-21.03857,47.27813,340.97,0.4,0.44,2017-10-10,1048,N,VIIRS,n,1,299.67,11.99,D,0
-20.938833,47.695663,330.24,0.43,0.46,2017-10-10,1048,N,VIIRS,n,1,295.59,3.93,D,0
-20.939642,47.691391,346.52,0.43,0.46,2017-10-10,1048,N,VIIRS,n,1,297.34,14.71,D,0
-20.940472,47.687016,332.41,0.43,0.46,2017-10-10,1048,N,VIIRS,n,1,296.28,14.71,D,0
-20.947533,47.649715,330.97,0.42,0.45,2017-10-10,1048,N,VIIRS,n,1,292.84,2.14,D,0
-20.935448,47.690525,340.44,0.43,0.46,2017-10-10,1048,N,VIIRS,n,1,294.61,5.91,D,0
-20.936234,47.686371,339.75,0.43,0.46,2017-10-10,1048,N,VIIRS,n,1,293.34,5.91,D,0
-20.977697,47.376171,345.22,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,295.99,6.43,D,0
-20.945944,47.385868,339.94,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,295.45,6.7,D,0
-20.944614,47.384964,339.22,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,292.72,2.87,D,0
-20.922117,47.322056,335.12,0.41,0.45,2017-10-10,1048,N,VIIRS,n,1,296.06,2.98,D,0
-21.482136,47.596962,334.89,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.97,2.94,D,0
-21.491671,47.384422,332.67,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.16,5.24,D,0
-21.489891,47.383991,333.8,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.96,7.5,D,0
-21.390455,47.709259,332.97,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,298.22,2.29,D,0
-21.431686,47.404552,332.4,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,296.05,2.54,D,0
-21.378613,47.382984,335.05,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,295.22,3.66,D,0
-21.225189,47.538479,332.9,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,296.7,2,D,0
-21.154804,47.408936,338.55,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.76,6.07,D,0
-21.147909,47.430969,331.27,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,294.32,2.88,D,0
-21.1485,47.4272,336.43,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,293.51,2.88,D,0
-21.151459,47.408333,335.62,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.26,6.07,D,0
-21.145744,47.422832,336.78,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,294.39,2.77,D,0
-21.131556,47.447433,340.17,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.29,12.01,D,0
-21.132147,47.443657,331.34,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,294.6,4.66,D,0
-21.129004,47.419838,344.74,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,298.34,12.59,D,0
-21.144522,47.29892,345.99,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,300.52,5.01,D,0
-21.095678,47.456547,333.75,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,292.53,3.83,D,0
-21.098867,47.414482,354.96,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,293.52,25.39,D,0
-21.083094,47.427181,332.11,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,295.92,3.34,D,0
-21.020304,47.713055,333.39,0.4,0.37,2017-10-11,1030,N,VIIRS,n,1,296.84,1.41,D,0
-21.02776,47.550095,332.43,0.39,0.36,2017-10-11,1030,N,VIIRS,n,1,297.28,2.27,D,0
-21.338661,47.283497,335.34,0.49,0.4,2017-10-12,1012,N,VIIRS,n,1,302.35,8.73,D,0
-21.339314,47.278454,347.02,0.49,0.4,2017-10-12,1012,N,VIIRS,n,1,305.52,8.73,D,0
-21.025917,47.662075,334.85,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,297.3,15.81,D,0
-21.022257,47.661499,339.77,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,296.58,15.81,D,0
-20.974098,47.71999,339.57,0.47,0.39,2017-10-12,1012,N,VIIRS,n,1,298.52,11.15,D,0
-20.979277,47.596405,334.05,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,298.13,3.94,D,0
-20.939829,47.66893,332.85,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,297.87,4.17,D,0
-20.94042,47.664402,332.86,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,297.4,6.93,D,0
-20.965349,47.473145,336.62,0.48,0.4,2017-10-12,1012,N,VIIRS,n,1,295.23,6.5,D,0
-20.937349,47.659348,345.94,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,298.8,6.93,D,0
-20.950247,47.531548,335.1,0.47,0.4,2017-10-12,1012,N,VIIRS,n,1,296.15,6.37,D,0
-20.983501,47.572929,351.53,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,291.13,14.79,D,0
-20.984112,47.566853,337.37,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,287.63,7.33,D,0
-20.978523,47.572758,349.73,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,298.93,125.4,D,0
-20.982824,47.572426,354.85,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,295.87,34.08,D,0
-20.983484,47.566303,340.07,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,287.88,34.08,D,0
-20.977846,47.572205,351.66,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,293.7,34.08,D,0
-20.936213,47.682533,334.8,0.59,0.53,2017-10-13,0954,N,VIIRS,n,1,292.05,4.71,D,0
-20.964888,47.361103,340.6,0.62,0.54,2017-10-13,0954,N,VIIRS,n,1,290.12,9.74,D,0
-20.92609,47.541225,330.45,0.6,0.53,2017-10-13,0954,N,VIIRS,n,1,292.03,5.15,D,0
-21.325512,47.256271,338.44,0.49,0.49,2017-10-15,1054,N,VIIRS,n,1,302.97,2.91,D,0
-21.49185,47.389191,332.23,0.42,0.38,2017-10-16,1036,N,VIIRS,n,1,298.43,2.09,D,0
-21.488369,47.388538,331.19,0.42,0.38,2017-10-16,1036,N,VIIRS,n,1,297.82,2.09,D,0
-21.301104,47.31955,341.2,0.42,0.38,2017-10-16,1036,N,VIIRS,n,1,304.33,8.94,D,0
-21.044136,47.687267,341.64,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,302.72,17.36,D,0
-21.040611,47.686523,348.44,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,299.47,17.36,D,0
-21.03356,47.68504,335.75,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,297.21,4.19,D,0
-20.999685,47.60931,334.05,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,298.86,1.93,D,0
-21.035254,47.3731,333.21,0.43,0.38,2017-10-16,1036,N,VIIRS,n,1,296.29,1.07,D,0
-21.033148,47.364052,335.07,0.43,0.38,2017-10-16,1036,N,VIIRS,n,1,297.96,6.16,D,0
-21.045938,47.243172,331.09,0.42,0.38,2017-10-16,1036,N,VIIRS,l,1,305.25,2.82,D,0
-20.973602,47.547871,330.93,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,297.66,3.56,D,0
-20.941526,47.694996,332.7,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,299.3,14.09,D,0
-20.946716,47.621109,334.18,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,300.59,3.88,D,0
-20.943184,47.620449,331.48,0.44,0.38,2017-10-16,1036,N,VIIRS,n,1,298.43,3.88,D,0
-21.412979,47.314182,316.2,0.44,0.38,2017-10-16,2148,N,VIIRS,n,1,288.4,0.65,N,0
-21.415051,47.313419,331.85,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,306.13,4.42,D,0
-21.411572,47.312836,337.88,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,302.95,4.42,D,0
-21.31815,47.520378,332.68,0.41,0.37,2017-10-17,1018,N,VIIRS,n,1,300.55,3.76,D,0
-21.341173,47.302536,347.1,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,314.87,59.86,D,0
-21.337685,47.302055,338.22,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,302.59,7.24,D,0
-21.333101,47.309544,334.5,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,302.67,7.65,D,0
-21.311682,47.3102,335.07,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,305.76,5.4,D,0
-21.308203,47.309639,334.02,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,301.98,3.4,D,0
-21.307518,47.288563,334.05,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,302.89,21.43,D,0
-21.29999,47.291622,339.23,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,303.84,3.61,D,0
-21.296503,47.291115,332.96,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,302.86,2.61,D,0
-21.218824,47.200783,334.38,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,302.31,4.3,D,0
-21.14629,47.676907,339.54,0.41,0.37,2017-10-17,1018,N,VIIRS,n,1,299.19,4.04,D,0
-21.182457,47.311195,332.49,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,301.52,3.23,D,0
-21.184912,47.312634,338.77,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,301.14,4.35,D,0
-21.147682,47.426685,335.19,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,300.87,4.9,D,0
-21.133841,47.424538,331.38,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,298.06,10.28,D,0
-21.136635,47.404457,332.77,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,300.84,5.47,D,0
-21.145639,47.339752,333.43,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,303.88,2.47,D,0
-21.094883,47.677521,333.46,0.41,0.37,2017-10-17,1018,N,VIIRS,n,1,300.98,6.48,D,0
-21.114004,47.260216,333.16,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,305.92,5.25,D,0
-21.077768,47.395229,336.34,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,301.21,9.26,D,0
-21.086699,47.251961,338.77,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,304.43,4.32,D,0
-21.048828,47.387058,332.56,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,302.4,11.55,D,0
-21.045364,47.38652,332.08,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,300.34,4.67,D,0
-21.053139,47.30542,332.07,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,301.29,2.58,D,0
-21.016695,47.515705,332.11,0.41,0.37,2017-10-17,1018,N,VIIRS,n,1,299.89,7.37,D,0
-21.047081,47.246769,342.54,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,303.27,8.18,D,0
-21.043032,47.250332,333.84,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,305.33,3.51,D,0
-21.0436,47.246254,338.17,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,305.18,3.51,D,0
-21.044163,47.242168,343.18,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,307.74,6.55,D,0
-20.952101,47.67569,339.52,0.41,0.37,2017-10-17,1018,N,VIIRS,n,1,303.93,9.58,D,0
-20.998672,47.288864,333.6,0.42,0.38,2017-10-17,1018,N,VIIRS,l,1,301.78,3.78,D,0
-20.977051,47.343147,330.47,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,300.2,3.64,D,0
-20.977596,47.339169,333.68,0.42,0.38,2017-10-17,1018,N,VIIRS,n,1,301.17,2.5,D,0
-20.943726,47.395439,333.81,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,304.96,20.01,D,0
-20.940268,47.394894,338.48,0.42,0.37,2017-10-17,1018,N,VIIRS,n,1,299.08,20.01,D,0
-21.47419,47.643421,335.14,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,297.81,3.55,D,0
-21.402102,47.656242,340.61,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,297.82,21.59,D,0
-21.402657,47.651234,330.11,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,299.56,19.82,D,0
-21.336918,47.532585,338.58,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,295.21,4.63,D,0
-21.272739,47.5168,332.97,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,293.24,5.72,D,0
-21.217722,47.719765,334.73,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,296.59,4.14,D,0
-21.250374,47.22834,351.86,0.5,0.49,2017-10-18,1000,N,VIIRS,n,1,299.57,12.12,D,0
-21.173035,47.718597,340.91,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,297.7,3.7,D,0
-21.127829,47.654564,341.17,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,298.85,7.1,D,0
-21.144381,47.43092,341.49,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,292.62,8.87,D,0
-21.155714,47.330921,337.57,0.49,0.49,2017-10-18,1000,N,VIIRS,n,1,302.8,5.81,D,0
-21.151188,47.330357,343.99,0.49,0.49,2017-10-18,1000,N,VIIRS,n,1,303.27,5.81,D,0
-21.129831,47.438637,331.24,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,294.71,4.54,D,0
-21.13089,47.429253,336.07,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,293.54,8.91,D,0
-21.131414,47.424591,339.02,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,293.5,8.91,D,0
-21.126394,47.428688,333.81,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,292.59,11.79,D,0
-21.126919,47.424023,342.88,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,294.14,11.79,D,0
-21.127445,47.41935,340.23,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,295.49,7.86,D,0
-21.116898,47.432079,340.74,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,298.51,14.82,D,0
-21.118454,47.418163,340.95,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,295.97,8.1,D,0
-21.128523,47.327854,332.27,0.49,0.49,2017-10-18,1000,N,VIIRS,l,1,302.27,7.73,D,0
-21.110828,47.445621,330.47,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,293.4,2.46,D,0
-21.112413,47.431412,342.65,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,294.05,14.82,D,0
-21.073481,47.698185,336.06,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,298.47,2.53,D,0
-21.075495,47.68029,351.93,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,297.64,10.84,D,0
-21.07107,47.679737,349.93,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,297.12,22.95,D,0
-21.095959,47.415348,355.19,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,295.43,17.33,D,0
-21.065453,47.609169,337.25,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,295.81,6.11,D,0
-21.063042,47.590233,342.03,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,299.55,20.96,D,0
-21.063524,47.585861,340.45,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,296.55,8.38,D,0
-21.080917,47.427795,336.06,0.49,0.48,2017-10-18,1000,N,VIIRS,n,1,295.04,5.63,D,0
-21.057556,47.599075,340.11,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,297.02,14.25,D,0
-21.077723,47.288475,345.81,0.5,0.49,2017-10-18,1000,N,VIIRS,n,1,304.11,30.58,D,0
-21.078222,47.283836,332.57,0.5,0.49,2017-10-18,1000,N,VIIRS,n,1,300.85,30.58,D,0
-21.081419,47.287357,335.11,0.49,0.49,2017-10-18,1000,N,VIIRS,n,1,303.23,27.96,D,0
-21.076887,47.286793,354.6,0.49,0.49,2017-10-18,1000,N,VIIRS,n,1,304.33,27.96,D,0
-21.044767,47.326992,337.17,0.49,0.49,2017-10-18,1000,N,VIIRS,n,1,289.36,3.83,D,0
-20.99192,47.672626,340.67,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,299.46,11.76,D,0
-20.992439,47.668079,334.32,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,299.69,11.76,D,0
-20.987495,47.672112,341.37,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,300.16,11.76,D,0
-20.988014,47.667564,337.71,0.47,0.48,2017-10-18,1000,N,VIIRS,n,1,299.28,11.76,D,0
-20.965324,47.669998,349.92,0.47,0.47,2017-10-18,1000,N,VIIRS,n,1,300.62,7.41,D,0
-20.964485,47.474552,330.37,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,295.78,11.63,D,0
-20.964897,47.470833,340.85,0.48,0.48,2017-10-18,1000,N,VIIRS,n,1,299.67,11.63,D,0
-20.962967,47.471508,367,0.48,0.48,2017-10-18,1000,N,VIIRS,h,1,296.22,12.56,D,0
-21.272593,47.250698,297.01,0.59,0.7,2017-10-18,2254,N,VIIRS,n,1,286.35,0.41,N,0
-21.277182,47.251369,298.15,0.59,0.53,2017-10-19,2230,N,VIIRS,n,1,287.8,1.44,N,0
-21.445595,47.320358,339.82,0.62,0.54,2017-10-20,1100,N,VIIRS,n,1,296.54,7.49,D,0
-21.445202,47.323971,341.63,0.62,0.54,2017-10-20,1100,N,VIIRS,n,1,296.62,6.07,D,0
-21.277042,47.309437,332.28,0.62,0.54,2017-10-20,1100,N,VIIRS,n,1,303.52,3.26,D,0
-21.097628,47.571194,332.54,0.33,0.55,2017-10-20,1100,N,VIIRS,n,1,298.55,3.07,D,0
-21.145205,47.346424,335.63,0.63,0.54,2017-10-20,1100,N,VIIRS,n,1,302.35,6.66,D,0
-21.111254,47.407852,367,0.32,0.54,2017-10-20,1100,N,VIIRS,h,1,301.24,25.76,D,0
-21.112284,47.40918,367,0.32,0.54,2017-10-20,1100,N,VIIRS,h,1,296.98,14.05,D,0
